video,embryo,t,t_next,shift_um,dz,dy,dx,gt_links,gt_median_shift_um,gt_dz,heldout
6bba_0c7fa718,6bba,62,63,3.2,0.2,-0.4,-3.2,7,3.1,0.0,False
6bba_0e7c0d07,6bba,44,45,3.2,0.2,1.3,2.9,2,3.2,0.8,False
6bba_0e7c0d07,6bba,89,90,3.2,-0.0,1.5,2.9,0,,,False
6bba_12665c0e,6bba,72,73,3.2,-0.6,-0.3,-3.2,4,5.1,-3.2,False
6bba_1d0d8384,6bba,20,21,3.2,0.2,3.2,0.3,21,2.6,0.0,False
6bba_15403b9a,6bba,51,52,3.2,-1.6,1.7,-2.2,5,3.9,-1.6,False
6bba_1ebfb80d,6bba,68,69,3.2,-0.1,0.3,-3.2,11,3.7,-1.6,False
6bba_283bf9f1,6bba,54,55,3.2,-0.2,3.1,-0.7,10,3.5,-1.6,True
6bba_3abfe10a,6bba,44,45,3.2,0.5,3.1,0.4,1,3.6,1.6,True
6bba_3db54e20,6bba,46,47,3.2,-0.2,3.2,0.1,4,3.8,-1.6,False
6bba_3db54e20,6bba,98,99,3.2,-0.2,3.1,0.7,2,2.5,0.0,False
6bba_48816121,6bba,77,78,3.2,0.1,0.0,-3.2,11,3.2,0.0,False
6bba_5a4d9360,6bba,6,7,3.2,-0.2,0.7,-3.1,4,3.4,-1.6,False
6bba_5a4d9360,6bba,15,16,3.2,-0.1,0.6,-3.1,6,2.9,0.0,False
6bba_5a4d9360,6bba,45,46,3.2,-0.3,1.4,-2.9,8,3.9,-1.6,False
6bba_67ebd073,6bba,29,30,3.2,-3.2,0.1,-0.1,3,1.7,-1.6,False
6bba_767a1e17,6bba,11,12,3.2,0.3,0.6,3.1,0,,,False
6bba_767a1e17,6bba,63,64,3.2,0.3,2.5,1.9,2,4.2,3.2,False
6bba_767a1e17,6bba,74,75,3.2,0.5,1.2,2.9,13,3.5,1.6,False
6bba_789f8168,6bba,4,5,3.2,0.1,-1.3,-2.9,5,3.5,0.0,False
6bba_789f8168,6bba,5,6,3.2,0.0,-1.1,-3.0,7,2.6,0.0,False
6bba_7f87b3d8,6bba,18,19,3.2,-0.2,-0.6,-3.1,2,2.9,-1.6,False
6bba_7f87b3d8,6bba,23,24,3.2,-0.6,-0.3,-3.1,11,3.2,-1.6,False
6bba_825bd1c6,6bba,38,39,3.2,0.2,3.2,0.2,10,2.1,0.0,False
6bba_907271db,6bba,48,49,3.2,-0.7,-3.1,0.1,10,2.8,-1.6,False
6bba_acd782a8,6bba,28,29,3.2,-0.2,-0.0,-3.2,1,2.6,-1.6,False
6bba_acd782a8,6bba,62,63,3.2,-0.3,0.3,-3.1,2,3.7,-3.2,False
6bba_acd782a8,6bba,82,83,3.2,-0.4,0.2,-3.1,4,3.4,-1.6,False
6bba_acd782a8,6bba,84,85,3.2,-0.5,-0.2,-3.2,4,4.6,-3.2,False
6bba_afb141ff,6bba,7,8,3.2,-3.2,0.1,-0.2,4,1.1,-0.8,True
6bba_afb141ff,6bba,15,16,3.2,-3.2,0.3,-0.2,4,3.4,-3.2,True
6bba_b1ae37b9,6bba,50,51,3.2,-0.2,3.1,-0.4,7,4.0,-1.6,False
6bba_b1ae37b9,6bba,79,80,3.2,-0.2,3.2,0.0,3,3.2,0.0,False
6bba_b693381b,6bba,18,19,3.2,-0.0,-0.9,-3.1,9,3.1,0.0,False
6bba_b329af44,6bba,80,81,3.2,-0.3,3.1,0.1,11,2.9,0.0,False
6bba_d2b9fc0c,6bba,37,38,3.2,-1.9,-2.0,-1.8,7,2.0,-1.6,False
6bba_d2b9fc0c,6bba,48,49,3.2,-2.1,-1.8,-1.6,8,1.7,0.0,False
6bba_d2b9fc0c,6bba,50,51,3.2,-1.3,-1.5,-2.5,8,2.0,-1.6,False
6bba_cff5865f,6bba,29,30,3.2,0.1,0.6,-3.1,14,3.2,0.8,False
6bba_d3da753b,6bba,47,48,3.2,-0.5,-0.1,-3.1,9,3.3,-1.6,False
6bba_e5e44988,6bba,48,49,3.2,-0.3,3.2,-0.5,7,4.1,-1.6,False
6bba_debd7bfa,6bba,51,52,3.2,-0.5,-0.2,-3.1,6,4.5,-3.2,False
6bba_debd7bfa,6bba,55,56,3.2,-0.6,-0.0,-3.1,2,3.5,-2.4,False
6bba_df673a83,6bba,94,95,3.2,-0.0,0.4,-3.2,4,2.3,0.0,False
6bba_eebc57a5,6bba,66,67,3.2,-0.1,3.2,0.2,11,3.1,0.0,False
6bba_f8ffd5e7,6bba,57,58,3.2,0.2,-3.1,0.8,2,3.9,0.8,False
6bba_fc516dc6,6bba,24,25,3.2,-0.5,-0.3,-3.1,11,3.7,-1.6,False
6bba_fe670320,6bba,33,34,3.2,-0.1,3.2,0.1,9,3.2,0.0,False
44b6_0113de3b,44b6,65,66,3.1,2.9,0.1,1.2,1,3.3,1.6,False
44b6_341df25f,44b6,11,12,3.1,-0.3,-2.9,-1.1,1,3.7,-1.6,False
44b6_267148e4,44b6,32,33,3.1,-0.1,2.9,1.1,3,3.4,1.6,False
44b6_267148e4,44b6,37,38,3.1,-0.1,0.6,3.1,3,3.7,0.0,False
44b6_267148e4,44b6,66,67,3.1,-0.0,1.8,2.5,3,3.2,0.0,False
44b6_668e0cc7,44b6,15,16,3.1,-0.3,3.0,0.3,5,3.4,0.0,False
44b6_a21120c2,44b6,65,66,3.1,0.3,0.0,3.0,5,4.4,1.6,False
44b6_cf8fed6b,44b6,59,60,3.1,0.1,3.1,0.4,2,2.8,0.0,False
44b6_d78e09d9,44b6,0,1,3.1,-0.1,-0.1,3.1,4,3.4,-0.8,False
6bba_0c7fa718,6bba,10,11,3.1,0.2,-2.8,-1.3,12,3.1,1.6,False
6bba_0c7fa718,6bba,60,61,3.1,0.2,-0.4,-3.1,7,3.5,0.0,False
6bba_085bf656,6bba,24,25,3.1,-0.1,-3.1,0.0,14,2.6,0.0,False
6bba_09961292,6bba,65,66,3.1,-0.1,3.1,-0.2,17,3.0,0.0,False
6bba_0e7c0d07,6bba,36,37,3.1,0.2,1.3,2.8,1,4.0,1.6,False
6bba_1d0d8384,6bba,11,12,3.1,0.2,3.0,0.7,19,3.1,0.0,False
6bba_1d0d8384,6bba,33,34,3.1,0.1,3.1,0.2,15,3.4,0.0,False
6bba_15403b9a,6bba,6,7,3.1,-1.1,0.1,-2.9,7,2.1,0.0,False
6bba_1ebfb80d,6bba,7,8,3.1,0.2,3.1,0.0,4,2.2,0.0,False
6bba_1ebfb80d,6bba,25,26,3.1,-0.1,3.1,-0.2,6,2.4,0.0,False
6bba_283bf9f1,6bba,96,97,3.1,-0.7,0.1,-3.1,16,3.9,-2.4,True
6bba_3db54e20,6bba,23,24,3.1,-0.1,3.0,0.3,6,2.8,-0.8,False
6bba_3db54e20,6bba,34,35,3.1,-0.1,3.1,0.1,3,3.1,0.0,False
6bba_3db54e20,6bba,59,60,3.1,-0.2,2.6,1.7,1,4.1,-1.6,False
6bba_3db54e20,6bba,70,71,3.1,-0.3,3.0,0.6,9,3.5,-1.6,False
6bba_3db54e20,6bba,77,78,3.1,-0.4,3.0,0.3,11,3.3,-1.6,False
6bba_3db54e20,6bba,96,97,3.1,-0.1,3.1,0.4,3,2.6,0.0,False
6bba_3db54e20,6bba,97,98,3.1,-0.2,3.1,0.4,2,2.6,-0.8,False
6bba_48816121,6bba,69,70,3.1,-0.0,-0.3,-3.1,8,3.7,0.0,False
6bba_48816121,6bba,92,93,3.1,-0.0,-0.3,-3.1,10,3.2,0.0,False
6bba_48816121,6bba,93,94,3.1,-0.0,-0.0,-3.1,10,2.7,0.0,False
6bba_5a4d9360,6bba,11,12,3.1,-0.2,1.5,-2.7,6,3.3,-0.8,False
6bba_5c039895,6bba,43,44,3.1,-0.3,-2.9,-1.1,10,2.2,0.0,False
6bba_5c824876,6bba,97,98,3.1,0.1,-0.4,3.1,4,3.3,1.6,True
6bba_5c824876,6bba,98,99,3.1,0.1,-0.4,3.0,4,4.7,1.6,True
6bba_5dfe9ad1,6bba,45,46,3.1,-3.1,0.2,-0.5,15,3.6,-3.2,False
6bba_6feeb0b1,6bba,53,54,3.1,-0.0,3.1,0.2,13,2.5,0.0,False
6bba_6feeb0b1,6bba,80,81,3.1,0.7,3.0,-0.3,14,2.0,0.0,False
6bba_767a1e17,6bba,31,32,3.1,0.2,0.5,3.1,0,,,False
6bba_789f8168,6bba,38,39,3.1,-0.1,-0.4,-3.0,8,3.4,0.0,False
6bba_907271db,6bba,25,26,3.1,-0.2,-3.0,-0.3,10,2.5,0.0,False
6bba_971fa5e0,6bba,32,33,3.1,-2.8,1.3,-0.1,7,1.9,-1.6,False
6bba_a5e926bb,6bba,54,55,3.1,-0.8,0.5,-3.0,5,4.8,-3.2,False
6bba_acd782a8,6bba,61,62,3.1,-0.3,0.1,-3.1,2,4.5,-3.2,False
6bba_b1ae37b9,6bba,67,68,3.1,-0.1,3.1,-0.1,4,2.9,0.0,False
6bba_c328f2fd,6bba,11,12,3.1,-0.2,-3.1,0.0,2,4.3,-2.4,True
6bba_cdcfe533,6bba,37,38,3.1,0.1,3.1,-0.0,13,2.4,0.0,False
6bba_d2b9fc0c,6bba,58,59,3.1,-0.7,-3.0,-0.1,8,2.5,0.0,False
6bba_d2b9fc0c,6bba,72,73,3.1,-0.5,-3.1,-0.4,13,2.6,-1.6,False
6bba_d2b9fc0c,6bba,73,74,3.1,-0.9,-3.0,-0.3,13,3.3,-1.6,False
6bba_d2b9fc0c,6bba,74,75,3.1,-0.3,-3.0,-0.5,13,2.9,0.0,False
6bba_d2b9fc0c,6bba,90,91,3.1,-0.3,-3.1,-0.1,12,2.4,0.0,False
6bba_e5e44988,6bba,64,65,3.1,-0.3,3.1,0.0,7,3.0,-1.6,False
6bba_e5e44988,6bba,66,67,3.1,-0.5,3.0,-0.1,8,2.9,-1.6,False
6bba_debd7bfa,6bba,61,62,3.1,-0.6,-0.1,-3.0,1,4.8,-3.2,False
6bba_e16ffc58,6bba,27,28,3.1,-0.4,3.1,-0.2,11,4.0,-1.6,False
6bba_f1fde7e0,6bba,72,73,3.1,0.0,-3.1,-0.1,5,2.4,0.0,False
6bba_fe670320,6bba,28,29,3.1,-0.1,3.1,-0.0,12,2.9,0.0,False
6bba_fe670320,6bba,36,37,3.1,-0.0,3.1,-0.2,7,3.4,0.0,False
6bba_fe670320,6bba,38,39,3.1,0.1,3.1,-0.1,7,3.3,0.0,False
44b6_0db75fae,44b6,21,22,3.0,-0.1,0.4,3.0,1,3.0,-1.6,False
44b6_0113de3b,44b6,11,12,3.0,0.1,3.0,0.0,0,,,False
44b6_0113de3b,44b6,14,15,3.0,2.6,0.1,1.5,0,,,False
44b6_24264f12,44b6,13,14,3.0,-0.1,0.1,3.0,3,3.6,-1.6,False
44b6_587a1e22,44b6,47,48,3.0,0.3,1.5,2.6,7,3.8,1.6,False
44b6_668e0cc7,44b6,27,28,3.0,-0.4,-0.1,-3.0,7,3.0,-1.6,False
44b6_90724892,44b6,12,13,3.0,-0.4,-2.9,-0.8,0,,,False
44b6_a21120c2,44b6,33,34,3.0,0.2,0.6,2.9,3,2.9,0.0,False
44b6_a21120c2,44b6,47,48,3.0,0.5,-0.2,3.0,2,4.4,2.4,False
44b6_cf8fed6b,44b6,46,47,3.0,-0.0,3.0,0.4,2,1.0,0.0,False
44b6_d754aa59,44b6,29,30,3.0,-0.2,3.0,0.6,1,3.7,0.0,True
44b6_d78e09d9,44b6,12,13,3.0,0.3,0.1,3.0,4,3.3,1.6,False
44b6_d78e09d9,44b6,14,15,3.0,-0.0,-0.2,3.0,4,3.0,0.0,False
6bba_0c7fa718,6bba,58,59,3.0,0.5,-0.6,-2.9,7,3.4,1.6,False
6bba_0c7fa718,6bba,70,71,3.0,0.2,-1.1,-2.8,9,2.6,0.0,False
6bba_0c7fa718,6bba,80,81,3.0,0.3,-1.4,-2.7,6,2.2,0.0,False
6bba_283bf9f1,6bba,17,18,3.0,-0.2,1.2,-2.8,10,3.2,-0.8,True
6bba_283bf9f1,6bba,34,35,3.0,-0.1,3.0,-0.3,11,2.4,-1.6,True
6bba_283bf9f1,6bba,53,54,3.0,-0.3,2.8,-1.1,10,2.9,-1.6,True
6bba_283bf9f1,6bba,60,61,3.0,-0.0,3.0,-0.4,12,2.2,0.0,True
6bba_5c824876,6bba,92,93,3.0,-0.0,-1.1,2.8,8,3.3,-1.6,True
6bba_767a1e17,6bba,10,11,3.0,0.3,0.3,3.0,0,,,False
6bba_789f8168,6bba,17,18,3.0,-0.2,-1.2,-2.8,12,2.7,0.0,False
6bba_78a7bd97,6bba,61,62,3.0,0.1,2.7,1.4,7,3.5,1.6,False
6bba_7f87b3d8,6bba,65,66,3.0,-0.7,-2.9,-0.3,12,3.3,-1.6,False
6bba_ae82a791,6bba,23,24,3.0,-0.2,-0.1,-3.0,16,2.2,0.0,False
6bba_acd782a8,6bba,83,84,3.0,-0.4,0.3,-3.0,4,4.5,-3.2,False
6bba_b693381b,6bba,7,8,3.0,0.4,-0.9,-2.8,13,3.3,0.0,False
6bba_cf35214c,6bba,95,96,3.0,-0.0,-2.9,1.0,8,3.7,0.0,True
6bba_d2b9fc0c,6bba,39,40,3.0,-1.7,-2.0,-1.6,7,2.1,-1.6,False
6bba_d3da753b,6bba,51,52,3.0,-0.7,0.1,-3.0,11,3.3,-1.6,False
6bba_d3da753b,6bba,53,54,3.0,-0.3,-0.2,-3.0,12,3.4,-0.8,False
6bba_d3da753b,6bba,57,58,3.0,-0.6,-0.0,-3.0,11,3.0,-1.6,False
6bba_d3da753b,6bba,66,67,3.0,-0.7,0.2,-2.9,9,3.7,-1.6,False
6bba_debd7bfa,6bba,35,36,3.0,-0.6,0.0,-3.0,12,4.3,-3.2,False
6bba_edf14583,6bba,60,61,3.0,-0.4,3.0,0.1,9,2.5,0.0,False
6bba_f1fde7e0,6bba,36,37,3.0,-0.0,-0.5,-3.0,7,2.4,0.0,False
6bba_f20478e9,6bba,50,51,3.0,-0.2,-3.0,0.2,7,1.8,0.0,False
6bba_f20478e9,6bba,81,82,3.0,-0.0,-3.0,0.2,10,2.2,0.0,False
6bba_fe670320,6bba,39,40,3.0,-0.1,3.0,-0.3,7,3.5,-1.6,False
6bba_fe670320,6bba,56,57,3.0,0.0,3.0,0.4,4,3.5,0.0,False
